,poem,author,title,length,themes,url
3158,"At school he studies the human body: aorta, valve, muscle, vein. At home he redesigns it out of cardboard and twine until it looks like a coat he might hang on a hook with other missing coats.",Catherine Barnett,Textbook & Absence (Anatomy),37,"['Body', 'Science']",https://www.poets.org/poetsorg/poem/textbook-absence-anatomy
3159,"In the 5th century B.C. an Indian philosopher Gautama teaches ""All is emptiness""  and ""There is no self.""  In the 20th century A.D. Barbie agrees, but wonders how a man  with such a belly could pose,  smiling, and without a shirt.",Denise Duhamel,Buddhist Barbie,45,"['Body', 'Clothing', 'Clothing']",https://www.poets.org/poetsorg/poem/buddhist-barbie
3160,A woman's breasts for beauty A man's delights for charm  The rod and cups of duty to stave us from harm!  A woman's eyes a woman's  thighs and a man's straight look:  Cities rotted to pig-sties will stand up by that book!,William Carlos Williams,For the Poem Paterson [3. St. Valentine],46,"['Body', 'Cities']",https://www.poets.org/poetsorg/poem/poem-paterson-3-st-valentine
3161,"If when my wife is sleeping and the baby and Kathleen are sleeping and the sun is a flame-white disc in silken mists above shining trees,- if I in my north room dance naked, grotesquely before my mirror waving my shirt round my head and singing softly to myself: ""I am lonely, lonely, I was born to be lonely, I am best so!"" If I admire my arms, my face, my shoulders, flanks, buttocks against the yellow drawn shades,-  Who shall say I am not the happy genius of my household?",William Carlos Williams,Danse Russe,92,"['Body', 'Dance', 'Loneliness']",https://www.poets.org/poetsorg/poem/danse-russe
3162,"Your breath was shed Invisible to make About the soiled undead Night for my sake,  A raining trail Intangible to them With biter's tooth and tail And cobweb drum,  A dark as deep My love as a round wave To hide the wolves of sleep And mask the grave.",Dylan Thomas,Poem [Your breath was shed],51,"['Body', 'Love', 'Night']",https://www.poets.org/poetsorg/poem/poem-your-breath-was-shed
3163,"With age    mirage assuages what the youthful eye   would have studied until identified chicory? bluebird? debris?   Today no nomenclature ruptures the composure of a chalk-blue haze pausing, even dawdling, now and then trembling over what I'm going to call fresh water.",Erica Funkhouser,Vision,48,['Body'],https://www.poets.org/poetsorg/poem/vision
3164,the round spoon with the curvature of a concave mirror scoops out my eye and swallows it,Tada Chimako,A Spray of Water: Tanka [the round spoon],17,"['Body', 'Eating', 'Language']",https://www.poets.org/poetsorg/poem/spray-water-tanka-round-spoon
3165,"A low, quiet music is playing distorted trumpet, torn bass line, white windows. My palms are two speakers the size of pool-hall coasters.	 I lay them on the dark table for you to repair.",Carl Adamshick,New year's morning,34,"['Body', 'Music']",https://www.poets.org/poetsorg/poem/new-years-morning
3166,"With cotton candy armpits and sugary Crevices, sweat glazing your donut skin. Have you ever been fat, Brad? Have you ever wanted a Snickers More than love and lain on your bed While the phone rang and rolled one On your tongue, afraid to eat it, afraid It would make your jeans too tight? Have you Barfed, Brad, because you ate it, Ate all the take-out, licked Brown sauce off the box while you sobbed? Brad Pitt down in the pits chaining menthol Ciggys in your thick-wallet life, Its not so bad Brad, sad Brad, is it?",Aaron Smith,Brad Pitt,97,"['Body', 'Movies', 'Popular Culture']",https://www.poets.org/poetsorg/poem/brad-pitt
3167,"her body's customs with things  he requires that she shave not like a girl  his passing  actually imagines her own  it's nothing, though  she just climbs out of the forest forearms swollen from horseflies,  her eyes swollen smears him on her body, not knowing how she intends to live.  So shows him something  pollen, a powerful arm and vodka souring his balls.  Nothing left but oldness she shifts his skin  like a lover with all this knowledge  of her, he really had nothing to choose.",Sarah Vap,who knows how long this way,96,"['Body', 'Drinking']",https://www.poets.org/poetsorg/poem/who-knows-how-long-way
3168,"Chorus (androgynous): 'Find me So that I will exist, find my navel So that it will exist, find my nipples So that they will exist, find every hair Of my belly, I am good (or I am bad), Find me.'",George Oppen,"Of Being Numerous, 15",40,['Body'],https://www.poets.org/poetsorg/poem/being-numerous-15
3169,"You tried to take myred metals with your wolf jawtongs to forge a body never to be flame-licked again but I reached out and held you by the throat, pressed my ear to your chest that meadow startled with magpies. You are not the first man who tried to make my body a smoke. But here I am to silver the air and surround you like a sky vast enough to take your embers into itself; Ive been made to carry your fires.",Thomas Dooley,Abraham and Isaac,83,"['Body', 'Fathers']",https://www.poets.org/poetsorg/poem/abraham-and-isaac
3170,after Ana Mendieta If they are a silueta But I cant make out where one begins and Ends If in the breakdown of the body there Is nothing but smoke If I get inside it And try and make love to what is there and Not there If I feel that it wants me anyway But I am trying hard for it to not be an It but a they them he she initials and stars,Melissa Buzzeo,If They Are a Silueta,76,['Body'],https://www.poets.org/poetsorg/poem/if-they-are-silueta
3171,"Because I am a boy, the untouchability of beauty is my subject already, the book of statues open in my lap, the middle of October, leaves foiling the wet ground in soft copper. A statue must be beautiful from all sides, Cellini wrote in 1558. When I close the book, the bodies touch. In the west, they are tying a boy to a fence and leaving him to die, his face unrecognizable behind a mask of blood. His body, icon of loss, growing meaningful against his will.",Richie Hofmann,Book of Statues,87,"['Body', 'Social Justice', 'Social Justice']",https://www.poets.org/poetsorg/poem/book-statues
3172,I know Not these my hands And yet I think there was A woman like me once had hands Like these.,Adelaide Crapsey,Amaze,21,['Body'],https://www.poets.org/poetsorg/poem/amaze-0
3173,one day they showed me a dark moon ringed with a bright nimbus on a swirling gray screen they called it my last chance for neverending life but the next day it was gone it had already launched itself into the gray sky like an escape capsule accidentally empty sent spiraling into the unpeopled galaxies of my trackless gray body,Monica Youn,Blackacre,60,"['Body', 'Grief', 'Loss', 'Parenting', 'Space']",https://www.poets.org/poetsorg/poem/blackacre
3174,"1. I cannot freeze sound 2. or collapse phantom scaffolding 3. I open one contradiction 4. after another. They call this erotic intelligence 5. or emptiness 6. They abuse the powdery line 7. at once blessed and beautiful 8. and blank 9. as benign limbs 10. Where have you gone in your red dress? 11. You have done nothing wrong and you are not condemned 12. Naked as a word 13. the bodys modifications, no matter how infinitesimal 14. are all that is given",Julie Carr,A fourteen-line poem on healing,84,['Body'],https://www.poets.org/poetsorg/poem/fourteen-line-poem-healing
3175,"When you were mine though not mine at all permanently, just a body borrowed without permission, a body interrupted, interruptive              the sky opened like a secret in a mouth mouth with a word in it  word with an arrowhead in its flank: Love, small creature it was                   crying in the night beneath me",Phillip B. Williams,Hunter,85,['Body'],https://www.poets.org/poetsorg/poem/hunter
3176,what my body knows is not a lie its not a lie i tell you it is not its nothing short of truth and nothing larger my past lodges in my marrow and if i wanted a transplant thered be no match others sorrows dwarf my petty traumas still these bones are mine when they creak when they moan when they whine theres only one thing i can claim these bones are mine i tell you they are mine and kind to abandon no thing that makes this pulse no one but me,Cindy Williams Gutirrez,The Small Claim of Bones,93,"['Body', 'Identity', 'Self']",https://www.poets.org/poetsorg/poem/small-claim-bones
3177,"When we could no longer walk or explore, we decided to wear the maps and would sit talking, pointing to places, sometimes touching mountains, canyons, deserts on each others body, and that was how we fell in love again, sitting next to each other in the home that was not our home, writing letters with crooked words, crooked lines we handed back and forth, the huge hours and spaces between us growing smaller and smaller.",Mark Irwin,Voyage,75,"['Body', 'Love, Contemporary']",https://www.poets.org/poetsorg/poem/voyage
3178,"John 20: 1118 In this marrow season, trunks tarnished, paused, I am garden. Am before. Asleep. Then the changes: placental, myrrhed. Wet hem when you appeared. What did your body ever have to do with me? In my astonished mouth, enskulled jawbone guessed, though as yet I didnt know you. You sprung. You now intransitive, tense with heaven. Gardener, which of us said do not touch. Which one of us was undressed?",Lisa Russ Spaar,Temple Tomb,72,"['Body', 'Religion']",https://www.poets.org/poetsorg/poem/temple-tomb
